news_id,news_url_absolute,news_init_date,news_final_date,clase
news10376,https://www.swissinfo.ch/spa/argentina-divisas_argentina-limita-tenencia-de-ciertas-acciones-para-contener-el-alza-del-d%C3%B3lar/47772244,2022-07-15,2022-07-30,Innovación
news10381,https://www.laopinion.com.co/empresas/como-planificar-el-crecimiento-de-un-negocio,2022-07-15,2022-07-30,Sostenibilidad
news10382,https://www.swissinfo.ch/spa/aviso-abonados_agenda-informativa-de-efe-internacional-del-19-al-24-de-julio/47762704,2022-07-15,2022-07-30,Sostenibilidad
news10392,https://www.eltiempo.com/colombia/barranquilla/amplian-fecha-para-pago-de-impuesto-vehicular-en-atlantico-688446,2022-07-15,2022-07-30,Sostenibilidad
news10394,https://www.semana.com/finanzas/credito/articulo/cinco-terminos-claves-para-tener-en-cuenta-a-la-hora-de-buscar-un-banco/202223/,2022-07-15,2022-07-30,Sostenibilidad
news10397,https://www.bluradio.com/sociedad/el-mundo-de-la-musica-popular-llora-la-muerte-de-dario-gomez-asi-reaccionan-las-redes-rs15,2022-07-15,2022-07-30,Sostenibilidad
news10399,https://m.vanguardia.com/economia/nacional/compras-con-tarjeta-de-credito-en-agosto-seran-las-mas-caras-de-los-ultimos-cinco-anos-LX5514490,2022-07-30,2022-08-14,Sostenibilidad
news10400,https://www.lafm.com.co/economia/busca-un-cdt-los-bancos-que-mejor-pagan-en-colombia,2022-07-30,2022-08-14,Sostenibilidad
news10402,https://infomercado.pe/bono-renta-joven-2022-link-consulta-como-acceder-a-los-500-soles-del-estado-peruano-050822-jm/,2022-07-30,2022-08-14,Reputación
news10407,http://www.elnuevodia.com.co/nuevodia/economica/finanzas/492804-mibanco-se-expande-y-abre-nueva-oficina-en-ibague,2022-07-30,2022-08-14,Sostenibilidad
news10415,https://www.larepublica.co/responsabilidad-social/bancos-emitieron-1-92-billones-en-bonos-sostenibles-verdes-y-sociales-desde-2020-3416646,2022-07-30,2022-08-14,Sostenibilidad
news10418,https://www.semana.com/finanzas/credito/articulo/la-nueva-apuesta-del-sector-financiero-para-apoyar-a-los-microempresarios-en-colombia/202214/,2022-07-30,2022-08-14,Sostenibilidad
news10421,https://www.eldestapeweb.com/politica/colombia/alberto-fernandez-se-reunio-con-presidentes-de-la-region-y-autoridades-de-la-caf-20228721560,2022-07-30,2022-08-14,Sostenibilidad
news10423,https://www.telam.com.ar/notas/202208/600842-colombia-ivan-duque-caf-christian-asinelli.html,2022-07-30,2022-08-14,Sostenibilidad
news10430,https://www.infobae.com/economia/2022/08/05/en-busca-de-usd-5000-millones-para-las-reservas-el-banco-central-definio-como-incentivara-a-los-exportadores/,2022-07-30,2022-08-14,Sostenibilidad
news10433,https://www.larepublica.co/empresas/tres-empresas-reconocidas-por-cumplir-con-pagos-justos-en-foro-con-mincomercio-3418217,2022-07-30,2022-08-14,Reputación
news10441,https://www.mdzol.com/dinero/2022/8/8/el-plan-massa-toma-ritmo-avances-en-tres-anuncios-del-nuevo-ministro-264637.html,2022-07-30,2022-08-14,Reputación
news10442,https://tramas.ar/2022/08/04/massa-ministro-de-economia-el-profeta-del-ajuste-y-el-consenso-extractivista/,2022-07-30,2022-08-14,Reputación
news10446,https://www.larepublica.co/empresas/mincit-reconocio-empresas-que-pagaron-todas-sus-obligaciones-en-los-plazos-justos-3418438,2022-07-30,2022-08-14,Sostenibilidad
news10448,https://www.semana.com/vida-moderna/articulo/memoria-actividades-para-estimularla-en-adultos-mayores/202224/,2022-07-15,2022-07-30,Sostenibilidad
news10449,https://www.eltiempo.com/colombia/cali/llega-el-foro-un-valle-que-se-atreve-689746,2022-07-15,2022-07-30,Innovación
news10451,https://www.eltiempo.com/contenido-comercial/coomeva-premio-empresarios-que-apuestan-al-desarrollo-sostenible-688377,2022-07-15,2022-07-30,Sostenibilidad
news10457,https://www.atlantico.gov.co/index.php/noticias/prensa-desarrollo/20059-el-centro-de-valor-agregado-del-atlantico-nos-permitira-acelerar-la-transformacion-del-campo-elsa-noguera,2022-07-30,2022-08-14,Sostenibilidad
news10460,http://www.elnuevodia.com.co/nuevodia/ibague/491363-desequilibrio-financiero-en-la-unidad-de-salud-de-ibague,2022-07-15,2022-07-30,Reputación
news10461,https://www.bluradio.com/blu360/pacifico/trabajo-si-hay-abren-1-500-ofertas-de-empleo-para-distintos-oficios-en-cali-rg10,2022-07-15,2022-07-30,Sostenibilidad
news10465,https://www.bluradio.com/blu-4-0/como-quedo-la-cartera-de-agricultura-en-temas-de-adopcion-tecnologica-y-emprendimiento-pr30,2022-07-30,2022-08-14,Sostenibilidad
news10470,https://www.eltiempo.com/contenido-comercial/coomeva-transformando-vidas-a-traves-de-la-cooperacion-690172,2022-07-15,2022-07-30,Sostenibilidad
news10471,https://efectococuyo.com/politica/detalles-toma-posesion-petro-7ag/,2022-07-30,2022-08-14,Reputación
news10473,https://www.eltiempo.com/contenido-comercial/el-mejor-presente-para-todos-sus-asociados-689385,2022-07-15,2022-07-30,Sostenibilidad
news10476,https://eleconomista.com.ar/actualidad/cata-ciegas-analisis-sensorial-como-elegiran-expertos-mejor-alfajor-mundo-n55119,2022-07-30,2022-08-14,Sostenibilidad
news10485,https://www.elheraldo.co/economia/queremos-mantener-un-dialogo-con-petro-asobancaria-929257,2022-07-30,2022-08-14,Sostenibilidad
news10501,https://www.elheraldo.co/deportes/el-deportivo-cali-se-queja-del-doble-rasero-de-la-dimayor-930115,2022-07-30,2022-08-14,Sostenibilidad
news10503,https://www.elheraldo.co/barranquilla/minuto-minuto-panorama-en-barranquilla-y-soledad-tras-paro-de-conductores-927441,2022-07-30,2022-08-14,Sostenibilidad
news10507,https://www.abc.com.py/deportes/polideportivo/2022/08/10/diana-penuela-gana-segunda-etapa-y-mantiene-el-liderato-en-vuelta-a-colombia/,2022-07-30,2022-08-14,Sostenibilidad
news10508,https://www.abc.com.py/deportes/futbol/olimpia/2022/08/04/el-vigente-campeon-de-la-copa-paraguay-sale-a-escena/,2022-07-30,2022-08-14,Reputación
news10510,https://www.racinguismo.com/2022/08/acuerdo-banco-santander-racing.html,2022-07-30,2022-08-14,Sostenibilidad
news10511,https://elcomercio.pe/economia/mercados/precio-del-dolar-hoy-en-mexico-sepa-cuanto-esta-el-tipo-de-cambio-para-hoy-lunes-18-de-julio-dof-sie-citibanamex-tdex-rmmn-noticia/,2022-07-15,2022-07-30,Sostenibilidad
news10512,https://www.laopinion.com.co/innovaciones/entregan-conectividad-gratuita-500-jovenes-en-el-oriente-del-pais,2022-07-15,2022-07-30,Reputación
news10518,https://www.semana.com/economia/macroeconomia/articulo/bid-aprobo-un-credito-de-us-1140-millones-a-argentina-para-la-descarbonizacion/202255/,2022-07-15,2022-07-30,Sostenibilidad
news10521,https://www.bluradio.com/economia/precio-dolar-hoy-trm-hoy-colombia-cotizacion-de-la-divisa-este-19-de-julio-so35,2022-07-15,2022-07-30,Sostenibilidad
news10525,https://elcomercio.pe/respuestas/como/pagos-del-ingreso-solidario-en-julio-y-agosto-como-calcular-el-monto-segun-puntaje-del-sisben-tdex-revtli-noticia/,2022-07-15,2022-07-30,Sostenibilidad
news10527,https://elcomercio.pe/economia/mercados/dolar-hoy-colombia-cual-es-el-tipo-de-cambio-y-peso-colombiano-para-este-martes-26-de-julio-dolar-estadounidense-a-peso-colombiano-trm-tdex-rmmn-noticia/,2022-07-15,2022-07-30,Sostenibilidad
news10528,https://www.eltiempo.com/politica/gobierno/colombia-y-venezuela-los-temas-pendientes-por-resolver-691061,2022-07-15,2022-07-30,Sostenibilidad
news10532,https://www.larepublica.co/finanzas/divisa-estadounidense-volvio-a-cotizar-por-debajo-de-4-400-y-cae-45-frente-a-trm-3412844,2022-07-15,2022-07-30,Sostenibilidad
news10536,https://www.elcolombiano.com/negocios/el-peso-gana-terreno-frente-al-dolar-luego-de-pobre-desempeno-de-la-economia-de-ee-uu-HI18236504,2022-07-15,2022-07-30,Sostenibilidad
news10543,https://www.elcolombiano.com/negocios/dolar-volvio-a-subir-esta-en-promedio-a-4410-HL18132577,2022-07-15,2022-07-30,Reputación
news10549,https://www.lapatria.com/economia/reacciones-la-terminacion-del-contrato-de-aerocafe-con-ohla-494118,2022-07-15,2022-07-30,Sostenibilidad
news10551,https://www.elespectador.com/economia/macroeconomia/sin-lugar-para-el-optimismo/,2022-07-15,2022-07-30,Reputación
news10552,https://www.eltiempo.com/unidad-investigativa/museo-de-memoria-historica-otra-obra-de-ohla-con-multas-y-atrasos-690868,2022-07-15,2022-07-30,Sostenibilidad
news10554,https://www.eluniversal.com.co/colombia/como-puede-influir-la-reapertura-de-frontera-en-el-empleo-CG6901141,2022-07-15,2022-07-30,Sostenibilidad
news10555,https://www.larepublica.co/finanzas/scotiabank-colpatria-reporto-mas-de-24-millones-de-transacciones-digitales-en-2022-3412399,2022-07-15,2022-07-30,Sostenibilidad
news10559,https://www.larepublica.co/finanzas/scotiabank-colpatria-registro-hasta-13-millones-de-transacciones-con-su-tarjeta-debito-3406041,2022-07-15,2022-07-30,Reputación
news10560,https://www.larepublica.co/finanzas/cuotas-de-manejo-de-tarjetas-de-credito-van-desde-los-14-900-a-40-890-mensuales-3420349,2022-07-30,2022-08-14,Sostenibilidad
news10562,https://www.eltiempo.com/unidad-investigativa/aeropuerto-del-cafe-por-que-se-ordeno-liquidar-contrato-689560,2022-07-15,2022-07-30,Sostenibilidad
news10569,https://lavibrante.com/scotiabank-colpatria-se-una-a-la-conservacion-del-paramo-mas-grande-del-mundo/,2022-07-30,2022-08-14,Sostenibilidad
news10571,https://360radio.com.co/scotiabank-5-mejores-lugares-trabaja-latinoamerica/,2022-07-30,2022-08-14,Sostenibilidad
news10573,https://www.eluniversal.com.co/colombia/como-puede-influir-la-reapertura-de-frontera-en-el-empleo-CG6901141,2022-07-30,2022-08-14,Sostenibilidad
news10579,https://www.larepublica.co/finanzas/scotiabank-colpatria-se-une-a-la-wwf-colombia-por-la-conservacion-de-la-naturaleza-3423695,2022-07-30,2022-08-14,Reputación
news10583,https://www.larepublica.co/finanzas/scotiabank-colpatria-lanzo-un-nuevo-seguro-de-coberturas-integrales-para-celulares-3422149,2022-07-30,2022-08-14,Sostenibilidad
news10586,https://www.infobae.com/america/colombia/2022/08/01/precio-del-dolar-en-colombia-inicio-la-semana-a-la-baja/,2022-07-30,2022-08-14,Sostenibilidad
news10588,https://elcomercio.pe/respuestas/como/ingreso-solidario-sin-inscripcion-via-sisben-como-y-quienes-cobran-del-20-al-24-de-julio-via-bancolombia-y-bancamia-tdex-revtli-noticia/,2022-07-15,2022-07-30,Sostenibilidad
news10591,https://gestion.pe/mundo/banco-central-de-colombia-sube-tasa-en-linea-con-lo-esperado-ve-mas-crecimiento-del-pbi-noticia/,2022-07-15,2022-07-30,Sostenibilidad
